"","title","year","date_published","genre","duration","country","language","avg_vote","votes"
"846","Il tempio delle tentazioni","1930","1930-07-03","Drama, Romance",85,"France","French",7.2,382
"847","Back Pay","1930","1930-06-01","Drama, Romance",63,"USA","English",5.1,106
"852","Carcere","1930","1930-06-14","Crime, Drama, Thriller",87,"USA","English, Russian",7.1,1849
"858","Borderline","1930","1930-10-13","Drama",63,"UK","",6.2,410
"863","Charley's Aunt","1930","1930-12-25","Comedy",88,"USA","English",6.2,112
"864","Check and Double Check","1930","1930-10-25","Comedy",77,"USA","English",5.7,339
"866","Il nostro pane quotidiano","1930","1930-04-24","Drama, Romance",77,"USA","English",7.8,2842
"871","La beffa della vita","1931","1934-07-02","Drama",86,"France","Russian, German, French, Yiddish",7,189
"874","The Devil's Holiday","1930","1930-05-09","Drama, Romance",80,"USA","English",6,146
"877","The Doorway to Hell","1930","1930-10-18","Crime, Drama",78,"USA","English",6.5,947
"881","Extravagance","1930","1930-10-10","Drama, Romance",71,"USA","English",5.9,101
"890","Framed","1930","1930-03-16","Action, Crime, Drama",65,"USA","English",6.1,191
"899","Il porto dell'inferno","1930","1930-03-15","Drama, Romance",93,"USA","English",5.5,146
"903","Holiday","1930","1930-07-03","Comedy, Drama",91,"USA","English",6.4,352
"909","Femmine di lusso","1930","1930-04-05","Drama, Romance",99,"USA","English",6.7,1038
"911","Notte di peccato","1930","1930-02-28","Drama, Romance",92,"USA","English, Italian",6.6,145
"914","La moglie bella","1930","1930-08-09","Comedy, Drama",79,"USA","English",6.4,416
"918","La leggenda di Liliom","1930","1930-10-05","Drama",94,"USA","English",6.8,399
"919","Piccolo Cesare","1931","1963-08-02","Action, Crime, Drama",79,"USA","English",7.3,11746
"922","The Pay-Off","1930","1930-10-15","Action, Crime, Drama",65,"USA","English",5.6,227
"930","The Matrimonial Bed","1930","1930-08-02","Comedy",69,"USA","English",5.7,153
"934","Castigo","1930","1930-11-29","Comedy, Drama",69,"USA","English",6.8,1547
"938","Marocco","1930","1931-10-31","Drama, Romance",92,"USA","English, French, Spanish, Arabic, Italian",7.1,5443
"942","La donna e la femmina","1930","1930-05-04","Drama, Romance",69,"USA","English",5.3,241
"943","La dattilografa","1930","1930-08-23","Drama, Romance",59,"USA","English",6.2,386
"944","One Night at Susie's","1930","1930-10-19","Drama",62,"USA","English",5.8,117
"952","Passion Flower","1930","1930-12-06","Drama",79,"USA","English",6.1,239
"953","La petite Lise","1930","1930-12-05","Drama",84,"France","French",7.2,157
"956","Miss Europa","1930","1930-08-01","Drama",93,"France","French",6.9,515
"961","Sono stato bocciato ma...","1930","1930-04-11","Comedy, Drama",65,"Japan","Japanese",6.4,381
"963","Redenzione","1930","1930-05-02","Drama",75,"USA","English",5.6,486
"968","Dall'ombra alla luce","1930","1930-07-20","Drama",74,"USA","English, French",5.7,157
"971","Romanzo","1930","1930-08-26","Drama, Romance",76,"USA","English",5.9,680
"972","La famiglia reale di Broadway","1930","1931-10-02","Comedy",82,"USA","English",6.3,293
"975","Sarah and Son","1930","1930-03-14","Drama, Romance",86,"USA","English",5.6,202
"977","La crociera del folle","1930","1930-01-31","Action, Crime, Drama",67,"USA","English",5.1,101
"979","The Silver Horde","1930","1930-10-25","Drama, Romance",75,"USA","English",5.9,409
"980","The Sin Ship","1931","1931-04-18","Drama",65,"USA","English",5.5,245
"983","Ombre e luci","1930","1930-06-28","Drama, Romance",67,"USA","English, German, Italian",6.2,182
"985","Sam Lee principe cinese","1930","1930-03-09","Drama, Romance",93,"USA","English, Mandarin, French",6,146
"987","La moglie di quella notte","1930","1930-07-06","Crime, Drama",65,"Japan","",7,656
"996","Agente segreto Z1","1930","1930-08-26","Drama",71,"USA","English",5.9,128
"1001","The Truth About Youth","1930","1930-11-03","Drama, Romance",69,"USA","English",5.7,254
"1011","Wide Open","1930","1930-02-01","Comedy",69,"USA","English",6,151
"1015","L'âge d'or","1930","1930-12-01","Comedy, Drama",60,"France","French",7.3,12551
"1016","24 Hours","1931","1931-10-10","Drama",66,"USA","English",6,269
"1020","Ambassador Bill","1931","1931-11-22","Comedy",70,"USA","English",6.2,120
"1022","Are These Our Children","1931","1931-11-14","Drama",84,"USA","English",5.8,186
"1023","Un popolo muore","1931","1931-12-26","Drama",108,"USA","English, Italian, Swedish",6.2,1493
"1026","Bad Girl","1931","1931-09-13","Drama, Romance",90,"USA","English",6.5,1081
"1027","The Bad Sister","1931","1931-03-29","Drama",68,"USA","English",6.3,988
"1029","Behind Office Doors","1931","1931-03-15","Drama, Romance",82,"USA","English",6.1,372
"1031","Berlin Alexanderplatz","1931","1931-10-19","Crime, Drama",90,"Germany","German",6.7,591
"1038","La trovatella","1931","1931-09-20","Comedy",60,"USA","English",6.6,100
"1039","Broadminded","1931","1931-08-01","Comedy",65,"USA","English",5.9,251
"1040","Los calaveras","1931","1931-04-19","Comedy",63,"USA","Spanish",6.4,136
"1045","The Cheat","1931","1931-11-28","Drama",74,"USA","English",6.4,442
"1046","La cagna","1931","1931-11-20","Crime, Drama",91,"France","French",7.6,3628
"1047","Chinatown After Dark","1931","1931-10-15","Crime, Drama",59,"USA","English",4.4,109
"1051","Coeur de lilas","1932","1932-08-18","Crime, Drama",90,"France","French, English",6.9,171
"1054","Consolation Marriage","1931","1931-11-21","Drama",81,"USA","English",6.1,416
"1062","Daughter of the Dragon","1931","1931-09-05","Crime, Drama",70,"USA","English",6.1,366
"1063","La piccola amica","1931","1931-05-02","Drama",85,"USA","English",6.2,119
"1072","The Easiest Way","1931","1931-02-07","Drama, Romance",73,"USA","English",6.1,444
"1073","Ripudiata","1931","1931-03-01","Drama, Romance",102,"USA","English",6,136
"1075","The Heart of New York","1932","1932-03-26","Comedy",73,"USA","English, Yiddish",6,149
"1078","Expensive Women","1931","1931-10-24","Drama",60,"USA","English",5.6,188
"1083","The Finger Points","1931","1931-04-11","Crime, Drama",90,"USA","English",5.9,396
"1084","Five Star Final","1931","1931-09-26","Crime, Drama",89,"USA","English",7.3,1758
"1085","Five and Ten","1931","1931-06-13","Drama, Romance",89,"USA","English",6.3,1263
"1092","Il bel capitano","1931","1931-08-22","Drama",67,"USA","English",5.1,129
"1093","Gentleman's Fate","1931","1931-03-07","Crime, Drama",90,"USA","English",6.4,731
"1094","Ragazze per la città","1931","1931-11-07","Comedy",80,"USA","English",7,545
"1096","I guai della celebrità","1932","1932-04-02","Comedy, Drama",79,"USA","English",5.9,162
"1097","Tante donne e nessuna","1931","1931-07-18","Drama, Romance",71,"USA","English, Italian, German",5.7,154
"1099","The Guardsman","1931","1931-11-07","Comedy, Drama",82,"USA","English",6.5,456
"1103","Il capitano","1931","1933","Drama, Romance",76,"USA","English",5.9,129
"1105","Honor Among Lovers","1931","1931-03-21","Drama, Romance",75,"USA","English",6.7,171
"1107","La sposa nella tempesta","1931","1931-12-05","Drama",70,"USA","English",6.9,159
"1110","I Take This Woman","1931","1931-06-27","Drama, Romance",72,"USA","English",6.1,148
"1111","Illicit","1931","1931-02-14","Drama, Romance",79,"USA","English",6.1,832
"1113","La modella","1931","1931-01-31","Drama, Romance",74,"USA","English",6.3,464
"1114","Iron Man","1931","1931-04-30","Drama",73,"USA","English",6.1,213
"1116","Kept Husbands","1931","1931-02-22","Drama, Romance",76,"USA","English",5.9,425
"1121","Ladies' Man","1931","1931-05-09","Drama",70,"USA","English",6,130
"1122","The Lady Refuses","1931","1931-03-08","Drama, Romance",72,"USA","English",6,258
"1124","The Last Flight","1931","1931-08-29","Drama",76,"USA","English, French",6.8,1212
"1125","Laugh and Get Rich","1931","1931-04-20","Comedy",72,"USA","English",5.6,202
"1126","Laughing Sinners","1931","1931-05-30","Drama, Romance",72,"USA","English, Italian",5.4,576
"1133","Madamu to nyôbô","1931","1931-08-01","Comedy, Drama",64,"Japan","Japanese",6.5,163
"1135","The Man in Possession","1931","1931-07-04","Comedy",84,"USA","English",6.9,271
"1136","Man of the World","1931","1931-03-28","Drama, Romance",74,"USA","English, French",6.1,682
"1138","L'uomo che cerca il suo assassino","1931","1931-02-05","Comedy",97,"Germany","German",6.5,163
"1140","Arizona","1931","1931-06-27","Drama, Romance",70,"USA","English",5.7,234
"1141","Men Call It Love","1931","1931-03-14","Drama, Romance",72,"USA","English",5.7,144
"1143","Millie","1931","1931-02-08","Drama, Romance",85,"USA","English",6.3,554
"1146","La donna del miracolo","1931","1933-01-17","Drama, Romance",90,"USA","English",7.2,1808
"1150","L'eterna vicenda","1931","1931-05-14","Drama, Romance",72,"USA","English",5.6,159
"1151","My Sin","1931","1931-10-03","Drama",80,"USA","English",6.5,139
"1153","Ragazze in uniforme","1931","1933","Drama, Romance",88,"Germany","German, French, English",7.6,2432
"1154","Il delitto Karamazov","1931","1931-02-16","Drama",93,"Germany","German",7.3,162
"1156","La voce del sangue","1931","1931-05-16","Drama",79,"USA","English, French",5.6,157
"1162","La purga al lupo","1931","1931-06-21","Comedy",46,"France","French",6.1,330
"1164","Other Men's Women","1931","1931-01-17","Drama, Romance",71,"USA","English",6.5,1091
"1168","Io... e le donne","1931","1931-02-28","Comedy",73,"USA","English",6.1,754
"1171","Il fantasma di Parigi","1931","1931-09-12","Drama, Thriller",74,"USA","English",6.5,1264
"1172","The Phantom","1931","1931-11-01","Horror, Thriller",62,"USA","English",4.4,273
"1175","Politiquerías","1931","1931-05-01","Comedy",56,"USA","Spanish",6.7,157
"1176","L'amante","1931","1931-11-21","Drama, Romance",76,"USA","English, French, German",6.9,1643
"1179","Nemico pubblico","1931","1963-08-29","Crime, Drama",83,"USA","English",7.7,17299
"1181","Quick Millions","1931","1931-05-03","Crime, Drama",72,"USA","English",6.4,171
"1183","Rebound","1931","1931-09-18","Drama",89,"USA","English, French",5.7,123
"1184","The Reckless Hour","1931","1931-08-15","Drama, Romance",71,"USA","English",6.2,189
"1185","Istituto di bellezza","1931","1931-01-03","Comedy, Drama",77,"USA","English",6.4,239
"1186","Scarlet Dawn","1932","1932-11-12","Drama, Romance",58,"USA","English, German",5.9,255
"1187","The Right of Way","1931","1931-02-07","Drama, Romance",68,"USA","English",4.6,146
"1188","The Road to Singapore","1931","1931-10-10","Drama, Romance",69,"USA","English",6.5,234
"1189","The Royal Bed","1931","1931-01-15","Comedy",75,"USA","English",5.9,150
"1191","L'isola della perdizione","1931","1931-12-12","Crime, Drama",73,"USA","English",7,1175
"1194","The Secret 6","1931","1931-04-18","Crime, Drama",83,"USA","English, Italian",6.3,740
"1195","Il richiamo dei figli","1931","1931-05-14","Drama",96,"USA","English",7,412
"1199","Il fallo di Madelon Claudet","1931","1931-10-24","Drama",75,"USA","English, French",6.7,787
"1201","Fiamma d'amore","1931","1931-06-20","Drama",85,"UK","English",5.8,2809
"1203","Smart Money","1931","1931-07-11","Crime, Drama",81,"USA","English",6.8,1722
"1206","Il figlio dell'India","1931","1931-08-01","Drama, Romance",73,"USA","English",6,165
"1210","The Star Witness","1931","1931-08-22","Drama",68,"USA","English, German",6.3,551
"1212","Stolen Heaven","1931","1931-02-21","Drama, Romance",76,"USA","English",6.6,102
"1213","Volubilità","1931","1931-04-04","Drama, Romance",81,"USA","English, Spanish, French",6,411
"1214","Palcoscenico nella strada","1931","1931-09-05","Drama, Romance",80,"USA","English",7.6,1527
"1216","The Struggle","1931","1931-12-10","Drama",87,"USA","English",6.2,280
"1218","Cortigiana","1931","1931-10-10","Drama, Romance",76,"USA","English",6.4,1074
"1221","Il marito ricco","1931","1931-05-02","Drama, Romance",83,"USA","English",6.1,155
"1224","Three Who Loved","1931","1931-07-03","Drama",64,"USA","English",5.7,116
"1226","Il coro di Tokyo","1931","1931-08-15","Comedy, Drama",90,"Japan","",7.2,1220
"1229","Transatlantico","1931","1931-08-30","Comedy, Drama",78,"USA","English",6.6,162
"1230","Transgression","1931","1931-06-27","Drama",70,"USA","English, French, Spanish",5.8,248
"1231","Under Eighteen","1931","1932-01-02","Drama, Romance",80,"USA","English",6.7,360
"1233","La ditta innamorata","1932","1932-02-22","Comedy",73,"Germany","German",6.2,105
"1235","La donna che non si deve amare","1931","1931-11-01","Drama, Romance",81,"USA","English",7.5,2406
"1237","A Woman of Experience","1931","1931-08-07","Drama, Romance",74,"USA","English",6.2,120
"1240","After Tomorrow","1932","1932-03-06","Drama",79,"USA","English",6.7,263
"1241","The Age of Consent","1932","1932-08-19","Drama, Romance",63,"USA","English",6,291
"1243","Il segreto del dottore","1932","1932-03-26","Drama",61,"USA","English",6,240
"1244","La follia della metropoli","1932","1932-08-15","Drama",75,"USA","English",7.4,1782
"1246","Are You Listening?","1932","1932-03-21","Drama",73,"USA","English",6.2,460
"1248","Come tu mi vuoi","1932","1932-05-28","Drama",70,"USA","English",6.4,572
"1249","L'accusa","1932","1932-05-21","Crime, Drama",70,"USA","English",6.3,131
"1250","La donna proibita","1932","1932-12-30","Drama, Romance",93,"USA","English",6.9,544
"1254","Big City Blues","1932","1932-09-18","Comedy, Drama",63,"USA","English",6.1,533
"1257","Febbre di vivere","1932","1935-01-30","Drama",70,"USA","English",6.5,1454
"1261","Venere bionda","1932","1933-02-07","Drama",93,"USA","English, German, French",7.1,4255
"1264","Boudu salvato dalle acque","1932","1932-11-11","Comedy",85,"France","French",7.4,5046
"1265","L'uomo che ho ucciso","1932","1932-01-24","Drama",76,"USA","English",7.6,838
"1266","-But the Flesh Is Weak","1932","1932-04-09","Comedy",77,"USA","English",5.6,224
"1268","Tentazioni","1932","1932-10-15","Drama",78,"USA","English",6.8,1438
"1269","Sangue ribelle","1932","1932-11-27","Drama",88,"USA","English",7,677
"1276","The Crash","1932","1932-10-09","Drama",58,"USA","English",6,274
"1279","Crooner","1932","1932-08-20","Comedy",68,"USA","English",5.9,147
"1281","Infedele","1932","1932-12-24","Drama, Romance",75,"USA","English, Italian",6.5,557
"1282","Dancers in the Dark","1932","1932-03-11","Drama",74,"USA","English",6.1,106
"1283","The Dark Horse","1932","1932-06-16","Comedy",75,"USA","English",7,1012
"1284","Il diavolo nell'abisso","1932","1932-08-12","Drama",78,"USA","English",6.4,452
"1285","Divorce in the Family","1932","1932-08-27","Drama, Romance",81,"USA","English",5.9,122
"1287","Downstairs","1932","1933-01-09","Drama, Romance",77,"USA","English",6.8,1593
"1289","Ingratitudine","1932","1932-01-02","Drama",72,"USA","English",7,891
"1290","The Expert","1932","1932-03-05","Comedy, Drama",68,"USA","English",6,122
"1293","Faithless","1932","1932-10-15","Drama",77,"USA","English",6.8,470
"1294","The Famous Ferguson Case","1932","1932-05-14","Crime, Drama",74,"USA","English",6.5,271
"1295","Fanny","1932","1932-11-02","Comedy, Drama",140,"France","French",7.7,1486
"1298","The Final Edition","1932","1932-02-12","Crime, Drama",66,"USA","English",6.3,101
"1300","Carne","1932","1932-12-08","Drama, Romance",96,"USA","English, German",6.5,506
"1301","Proibito","1932","1932-11-30","Drama, Romance",85,"USA","English, French",6.9,1283
"1304","Lo squadrone si diverte","1932","1932-09-18","Comedy",85,"France","French",6,153
"1307","The Girl from Chicago","1932","1932","Crime, Drama",70,"USA","English",4.7,129
"1308","Grand Hotel","1932","1933-01-19","Drama, Romance",112,"USA","English, Russian",7.4,16927
"1309","The Greeks Had a Word for Them","1932","1932-02-13","Comedy",79,"USA","English",6.1,357
"1312","L'uomo dalla scure","1932","1932-02-06","Crime, Drama",74,"USA","English",6.3,722
"1315","Hell's Highway","1932","1932-09-23","Action, Crime, Drama",62,"USA","English",6.8,570
"1316","Hell's House","1932","1932-01-30","Drama",72,"USA","English",6,1051
"1318","High Pressure","1932","1932-01-30","Comedy",73,"USA","English",6.6,438
"1321","Hot Saturday","1932","1932-10-28","Drama, Romance",73,"USA","English",6.6,893
"1325","Se avessi un milione","1932","1933-09-19","Comedy, Drama",88,"USA","English",7,1566
"1327","Is My Face Red?","1932","1932-06-17","Action, Crime, Drama",66,"USA","English, Italian",6.1,152
"1333","Kuhle Wampe oder: Wem gehört die Welt?","1932","1932-05-30","Drama",71,"Germany","German",6.6,614
"1337","L'ora tragica","1932","1932-08-17","Crime, Drama",75,"USA","English",6.1,317
"1340","Lawyer Man","1932","1933-01-07","Drama, Romance",72,"USA","English",6.6,704
"1341","Ritorno","1932","1932-05-14","Drama",84,"USA","English",6.1,405
"1342","L'angelo della vita","1932","1932-09-10","Drama",71,"USA","English",6.4,355
"1345","Love Affair","1932","1932-03-17","Drama, Romance",68,"USA","English",5.8,389
"1348","Lovers Courageous","1932","1932-01-23","Drama, Romance",77,"USA","English",5.9,129
"1349","Madame Butterfly","1932","1932-12-30","Drama",86,"USA","English",6.2,281
"1352","The Man Who Played God","1932","1932-02-19","Drama, Romance",80,"USA","English, French",7.1,922
"1353","Manhattan Tower","1932","1932-12-01","Drama",67,"USA","English",6.5,155
"1357","The Match King","1932","1932-12-31","Drama",79,"USA","English",6.9,469
